,Emission,Channel_number,comp,time,Type,dt1,dt2,intensity1,intensity2,intensity3,position,d1_time,d2_time,d3_time,Totalbio,Leaf3
8753,39.4118,67,DMNT,6,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8754,44.3179,67,DMNT,6.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8755,35.102,67,DMNT,7,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8756,26.7708,67,DMNT,7.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8757,22.5842,67,DMNT,8,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8758,18.5169,67,DMNT,8.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8759,47.3617,67,DMNT,9,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8760,56.6541,67,DMNT,9.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8761,58.6235,67,DMNT,10,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8762,51.0999,67,DMNT,10.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8763,36.6766,67,DMNT,11,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8764,24.127,67,DMNT,11.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8765,15.3588,67,DMNT,12,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8766,6.05109,67,DMNT,12.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8767,8.87152,67,DMNT,13,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8768,6.32669,67,DMNT,13.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8769,5.8371,67,DMNT,14,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8770,3.80116,67,DMNT,14.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8771,2.83855,67,DMNT,15,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8772,2.4929,67,DMNT,15.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8773,2.33334,67,DMNT,16,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8774,2.22861,67,DMNT,16.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8775,1.57491,67,DMNT,17,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8776,2.10896,67,DMNT,17.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8777,1.26891,67,DMNT,18,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8778,2.08268,67,DMNT,18.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8779,1.85907,67,DMNT,19,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8780,1.65954,67,DMNT,19.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8781,0.802163,67,DMNT,20,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8782,1.14802,67,DMNT,20.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8783,1.16081,67,DMNT,21,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8784,1.4846,67,DMNT,21.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8785,1.68175,67,DMNT,22,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8786,1.41177,67,DMNT,22.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8787,1.09727,67,TMTT,-1,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8788,1.00E-08,67,TMTT,-0.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8789,0.565531,67,TMTT,0,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8790,0.851094,67,TMTT,0.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8791,1.00E-08,67,TMTT,1,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8792,0.962543,67,TMTT,1.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8793,0.085135,67,TMTT,2,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8794,1.54005,67,TMTT,2.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8795,0.841519,67,TMTT,3,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8796,0.547422,67,TMTT,4,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8797,0.57563,67,TMTT,4.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8798,1.45836,67,TMTT,5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8799,1.0067,67,TMTT,6,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8800,2.23374,67,TMTT,6.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8801,3.12477,67,TMTT,7,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8802,2.32002,67,TMTT,7.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8803,2.64964,67,TMTT,8,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8804,2.11392,67,TMTT,8.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8805,2.19403,67,TMTT,9,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8806,1.59434,67,TMTT,9.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8807,1.07137,67,TMTT,10,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8808,2.40974,67,TMTT,10.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8809,2.14344,67,TMTT,11,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8810,1.69228,67,TMTT,11.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8811,2.17652,67,TMTT,12,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8812,2.26429,67,TMTT,12.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8813,1.94554,67,TMTT,13,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8814,2.16695,67,TMTT,13.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8815,0.0108297,67,TMTT,14,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8816,1.64545,67,TMTT,14.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8817,0.342181,67,TMTT,15,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8818,0.636633,67,TMTT,15.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8819,1.66466,67,TMTT,16,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8820,1.61872,67,TMTT,16.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8821,1.09954,67,TMTT,17,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8822,0.445916,67,TMTT,17.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8823,0.671218,67,TMTT,18,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8824,0.846621,67,TMTT,18.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8825,0.963398,67,TMTT,19,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8826,0.434221,67,TMTT,19.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8827,0.994657,67,TMTT,20,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8828,0.23351,67,TMTT,20.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8829,0.90403,67,TMTT,21,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8830,0.743958,67,TMTT,21.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8831,0.852264,67,TMTT,22,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8832,1.00E-08,67,TMTT,22.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8833,12.1607,67,indole,-1,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8834,15.3224,67,indole,-0.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8835,2.44591,67,indole,0,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8836,0.901371,67,indole,0.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8837,6.825,67,indole,1,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8838,12.1492,67,indole,1.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8839,6.4213,67,indole,2,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8840,17.7967,67,indole,2.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8841,8.07129,67,indole,3,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8842,7.49043,67,indole,4,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8843,9.49147,67,indole,4.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8844,22.1117,67,indole,5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8845,7.40002,67,indole,6,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8846,18.7549,67,indole,6.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8847,12.0601,67,indole,7,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8848,7.34743,67,indole,7.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8849,5.48596,67,indole,8,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8850,14.6099,67,indole,8.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8851,23.6089,67,indole,9,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8852,21.8065,67,indole,9.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8853,21.7124,67,indole,10,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8854,12.1118,67,indole,10.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8855,6.49848,67,indole,11,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8856,3.11466,67,indole,11.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8857,1.00E-08,67,indole,12,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8858,0.709852,67,indole,12.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8859,1.1712,67,indole,13,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8860,2.79408,67,indole,13.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8861,1.27494,67,indole,14,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8862,2.22672,67,indole,14.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8863,1.65951,67,indole,15,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8864,1.86401,67,indole,15.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8865,0.47086,67,indole,16,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8866,1.30864,67,indole,16.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8867,1.00E-08,67,indole,17,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8868,1.23066,67,indole,17.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8869,0.955471,67,indole,18,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8870,1.32485,67,indole,18.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8871,1.85531,67,indole,19,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8872,0.729054,67,indole,19.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8873,0.935399,67,indole,20,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8874,1.00E-08,67,indole,20.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8875,1.06978,67,indole,21,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8876,0.34904,67,indole,21.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8877,3.06686,67,indole,22,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8878,1.00E-08,67,indole,22.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8879,7.46551,67,mono,-1,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8880,8.20803,67,mono,-0.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8881,9.91885,67,mono,0,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8882,8.90742,67,mono,0.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8883,17.0308,67,mono,1,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8884,25.8664,67,mono,1.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8885,36.0077,67,mono,2,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8886,50.1346,67,mono,2.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8887,55.1265,67,mono,3,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8888,51.3625,67,mono,4,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8889,47.8554,67,mono,4.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8890,69.4982,67,mono,5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8891,92.0387,67,mono,6,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8892,138.116,67,mono,6.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8893,131.524,67,mono,7,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8894,107.369,67,mono,7.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8895,116.206,67,mono,8,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8896,86.2599,67,mono,8.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8897,138.366,67,mono,9,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8898,143.6,67,mono,9.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8899,143.272,67,mono,10,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8900,129.547,67,mono,10.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8901,106.196,67,mono,11,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8902,99.799,67,mono,11.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8903,78.7048,67,mono,12,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8904,72.8813,67,mono,12.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8905,77.0259,67,mono,13,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8906,78.2712,67,mono,13.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8907,66.1629,67,mono,14,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8908,60.6561,67,mono,14.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8909,63.1821,67,mono,15,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8910,60.3317,67,mono,15.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8911,52.7591,67,mono,16,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8912,47.213,67,mono,16.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8913,47.1304,67,mono,17,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8914,48.4658,67,mono,17.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8915,55.9288,67,mono,18,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8916,45.6465,67,mono,18.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8917,48.6123,67,mono,19,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8918,51.3047,67,mono,19.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8919,38.5903,67,mono,20,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8920,46.653,67,mono,20.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8921,48.927,67,mono,21,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8922,48.932,67,mono,21.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8923,45.6316,67,mono,22,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8924,40.4364,67,mono,22.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8925,4.48937,67,sesq,-1,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8926,2.12742,67,sesq,-0.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8927,3.96297,67,sesq,0,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8928,2.83482,67,sesq,0.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8929,1.25888,67,sesq,1,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8930,4.30555,67,sesq,1.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8931,4.93485,67,sesq,2,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8932,5.08216,67,sesq,2.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8933,6.66202,67,sesq,3,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8934,5.02652,67,sesq,4,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8935,6.5491,67,sesq,4.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8936,7.53151,67,sesq,5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8937,8.06482,67,sesq,6,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8938,13.3663,67,sesq,6.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8939,12.0266,67,sesq,7,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8940,6.74607,67,sesq,7.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8941,11.678,67,sesq,8,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8942,6.41482,67,sesq,8.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8943,12.714,67,sesq,9,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8944,12.3048,67,sesq,9.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8945,14.8431,67,sesq,10,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8946,11.8041,67,sesq,10.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8947,7.82511,67,sesq,11,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8948,11.2264,67,sesq,11.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8949,7.21958,67,sesq,12,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8950,10.2725,67,sesq,12.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8951,8.28082,67,sesq,13,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8952,9.67719,67,sesq,13.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8953,8.66072,67,sesq,14,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8954,6.4007,67,sesq,14.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8955,8.68201,67,sesq,15,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8956,2.72812,67,sesq,15.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8957,6.48203,67,sesq,16,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8958,8.57745,67,sesq,16.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8959,6.23822,67,sesq,17,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8960,7.01885,67,sesq,17.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8961,2.02408,67,sesq,18,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8962,6.68595,67,sesq,18.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8963,6.13322,67,sesq,19,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8964,6.12899,67,sesq,19.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8965,7.45747,67,sesq,20,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8966,4.56617,67,sesq,20.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8967,6.84394,67,sesq,21,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8968,5.95499,67,sesq,21.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8969,4.03288,67,sesq,22,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
8970,6.58454,67,sesq,22.5,j,3.75,3.75,4,4,4,Leaf3,10.5,14.25,18,2.76,0.8
9201,0.0911075,1,DMNT,-1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9202,0.0911075,71,DMNT,-1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9203,1.08018,1,DMNT,-0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9204,1.08018,71,DMNT,-0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9205,1.04764,1,DMNT,0,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9206,1.04764,71,DMNT,0,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9207,0.319424,1,DMNT,0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9208,0.319424,71,DMNT,0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9209,0.242389,1,DMNT,1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9210,0.242389,71,DMNT,1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9211,0.309065,1,DMNT,1.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9212,0.309065,71,DMNT,1.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9213,1.00E-08,1,DMNT,2,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9214,1.00E-08,71,DMNT,2,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9215,1.00E-08,1,DMNT,2.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9216,1.00E-08,71,DMNT,2.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9217,0.742046,1,DMNT,3,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9218,0.742046,71,DMNT,3,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9219,1.4192,1,DMNT,4,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9220,1.4192,71,DMNT,4,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9221,1.96102,1,DMNT,4.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9222,1.96102,71,DMNT,4.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9223,3.19813,1,DMNT,5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9224,3.19813,71,DMNT,5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9225,1.00E-08,1,DMNT,6,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9226,1.00E-08,71,DMNT,6,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9227,1.00E-08,1,DMNT,6.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
