,Emission,Channel_number,comp,time,Type,dt1,dt2,intensity1,intensity2,intensity3,position,d1_time,d2_time,d3_time,Totalbio,Leaf3
9228,1.00E-08,71,DMNT,6.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9229,1.00E-08,1,DMNT,7,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9230,1.00E-08,71,DMNT,7,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9231,1.00E-08,1,DMNT,7.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9232,1.00E-08,71,DMNT,7.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9233,1.00E-08,1,DMNT,8,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9234,1.00E-08,71,DMNT,8,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9235,0.545195,1,DMNT,8.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9236,0.545195,71,DMNT,8.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9237,2.06055,1,DMNT,9,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9238,2.06055,71,DMNT,9,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9239,0.85568,1,DMNT,9.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9240,0.85568,71,DMNT,9.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9241,1.4629,1,DMNT,10,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9242,1.4629,71,DMNT,10,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9243,1.00E-08,1,DMNT,10.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9244,1.00E-08,71,DMNT,10.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9245,1.52303,1,DMNT,11,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9246,1.52303,71,DMNT,11,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9247,0.681164,1,DMNT,11.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9248,0.681164,71,DMNT,11.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9249,1.89352,1,DMNT,12,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9250,1.89352,71,DMNT,12,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9251,1.68251,1,DMNT,12.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9252,1.68251,71,DMNT,12.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9253,1.54212,1,DMNT,13,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9254,1.54212,71,DMNT,13,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9255,1.68973,1,DMNT,13.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9256,1.68973,71,DMNT,13.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9257,1.59549,1,DMNT,14,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9258,1.59549,71,DMNT,14,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9259,1.36659,1,DMNT,14.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9260,1.36659,71,DMNT,14.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9261,1.4243,1,DMNT,15,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9262,1.4243,71,DMNT,15,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9263,0.479277,1,DMNT,15.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9264,0.479277,71,DMNT,15.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9265,1.28589,1,DMNT,16,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9266,1.28589,71,DMNT,16,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9267,1.2113,1,DMNT,16.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9268,1.2113,71,DMNT,16.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9269,1.1472,1,DMNT,17,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9270,1.1472,71,DMNT,17,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9271,1.31319,1,DMNT,17.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9272,1.31319,71,DMNT,17.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9273,2.02753,1,DMNT,18,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9274,2.02753,71,DMNT,18,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9275,1.00E-08,1,DMNT,18.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9276,1.00E-08,71,DMNT,18.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9277,1.00E-08,1,DMNT,19,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9278,1.00E-08,71,DMNT,19,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9279,0.595065,1,DMNT,19.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9280,0.595065,71,DMNT,19.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9281,1.67106,1,DMNT,20,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9282,1.67106,71,DMNT,20,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9283,0.683963,1,DMNT,20.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9284,0.683963,71,DMNT,20.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9285,1.37237,1,DMNT,21,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9286,1.37237,71,DMNT,21,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9287,0.157478,1,DMNT,21.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9288,0.157478,71,DMNT,21.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9289,1.00E-08,1,DMNT,22,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9290,1.00E-08,71,DMNT,22,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9291,1.46974,1,DMNT,22.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9292,1.46974,71,DMNT,22.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9293,0.762929,1,TMTT,-1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9294,0.762929,71,TMTT,-1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9295,0.813304,1,TMTT,-0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9296,0.813304,71,TMTT,-0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9297,0.422785,1,TMTT,0,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9298,0.422785,71,TMTT,0,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9299,1.00E-08,1,TMTT,0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9300,1.00E-08,71,TMTT,0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9301,0.435318,1,TMTT,1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9302,0.435318,71,TMTT,1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9303,0.581618,1,TMTT,1.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9304,0.581618,71,TMTT,1.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9305,1.00E-08,1,TMTT,2,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9306,1.00E-08,71,TMTT,2,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9307,0.610874,1,TMTT,2.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9308,0.610874,71,TMTT,2.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9309,0.0565339,1,TMTT,3,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9310,0.0565339,71,TMTT,3,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9311,1.20046,1,TMTT,4,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9312,1.20046,71,TMTT,4,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9313,1.00E-08,1,TMTT,4.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9314,1.00E-08,71,TMTT,4.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9315,0.633928,1,TMTT,5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9316,0.633928,71,TMTT,5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9317,0.323256,1,TMTT,6,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9318,0.323256,71,TMTT,6,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9319,1.00E-08,1,TMTT,6.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9320,1.00E-08,71,TMTT,6.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9321,1.00E-08,1,TMTT,7,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9322,1.00E-08,71,TMTT,7,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9323,1.00E-08,1,TMTT,7.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9324,1.00E-08,71,TMTT,7.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9325,1.00E-08,1,TMTT,8,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9326,1.00E-08,71,TMTT,8,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9327,1.00E-08,1,TMTT,8.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9328,1.00E-08,71,TMTT,8.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9329,0.563915,1,TMTT,9,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9330,0.563915,71,TMTT,9,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9331,0.79575,1,TMTT,9.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9332,0.79575,71,TMTT,9.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9333,0.707864,1,TMTT,10,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9334,0.707864,71,TMTT,10,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9335,0.19985,1,TMTT,10.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9336,0.19985,71,TMTT,10.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9337,0.0248954,1,TMTT,11,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9338,0.0248954,71,TMTT,11,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9339,1.00E-08,1,TMTT,11.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9340,1.00E-08,71,TMTT,11.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9341,0.87998,1,TMTT,12,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9342,0.87998,71,TMTT,12,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9343,0.24611,1,TMTT,12.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9344,0.24611,71,TMTT,12.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9345,0.854575,1,TMTT,13,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9346,0.854575,71,TMTT,13,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9347,0.881507,1,TMTT,13.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9348,0.881507,71,TMTT,13.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9349,1.01297,1,TMTT,14,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9350,1.01297,71,TMTT,14,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9351,1.00E-08,1,TMTT,14.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9352,1.00E-08,71,TMTT,14.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9353,0.285678,1,TMTT,15,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9354,0.285678,71,TMTT,15,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9355,1.00E-08,1,TMTT,15.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9356,1.00E-08,71,TMTT,15.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9357,0.86403,1,TMTT,16,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9358,0.86403,71,TMTT,16,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9359,1.00E-08,1,TMTT,16.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9360,1.00E-08,71,TMTT,16.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9361,0.633818,1,TMTT,17,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9362,0.633818,71,TMTT,17,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9363,0.377231,1,TMTT,17.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9364,0.377231,71,TMTT,17.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9365,1.14518,1,TMTT,18,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9366,1.14518,71,TMTT,18,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9367,0.738174,1,TMTT,18.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9368,0.738174,71,TMTT,18.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9369,0.290468,1,TMTT,19,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9370,0.290468,71,TMTT,19,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9371,0.651526,1,TMTT,19.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9372,0.651526,71,TMTT,19.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9373,0.212136,1,TMTT,20,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9374,0.212136,71,TMTT,20,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9375,0.580023,1,TMTT,20.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9376,0.580023,71,TMTT,20.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9377,1.03173,1,TMTT,21,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9378,1.03173,71,TMTT,21,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9379,0.668031,1,TMTT,21.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9380,0.668031,71,TMTT,21.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9381,0.0912823,1,TMTT,22,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9382,0.0912823,71,TMTT,22,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9383,1.00E-08,1,TMTT,22.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9384,1.00E-08,71,TMTT,22.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9385,18.5789,1,indole,-1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9386,18.5789,71,indole,-1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9387,19.0156,1,indole,-0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9388,19.0156,71,indole,-0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9389,11.358,1,indole,0,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9390,11.358,71,indole,0,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9391,10.7342,1,indole,0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9392,10.7342,71,indole,0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9393,10.619,1,indole,1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9394,10.619,71,indole,1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9395,7.65355,1,indole,1.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9396,7.65355,71,indole,1.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9397,3.48002,1,indole,2,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9398,3.48002,71,indole,2,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9399,1.00E-08,1,indole,2.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9400,1.00E-08,71,indole,2.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9401,4.21488,1,indole,3,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9402,4.21488,71,indole,3,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9403,2.55393,1,indole,4,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9404,2.55393,71,indole,4,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9405,6.97647,1,indole,4.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9406,6.97647,71,indole,4.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9407,5.30078,1,indole,5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9408,5.30078,71,indole,5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9409,3.26635,1,indole,6,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9410,3.26635,71,indole,6,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9411,5.58181,1,indole,6.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9412,5.58181,71,indole,6.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9413,6.00405,1,indole,7,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9414,6.00405,71,indole,7,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9415,6.08355,1,indole,7.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9416,6.08355,71,indole,7.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9417,2.30501,1,indole,8,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9418,2.30501,71,indole,8,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9419,6.27456,1,indole,8.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9420,6.27456,71,indole,8.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9421,5.67312,1,indole,9,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9422,5.67312,71,indole,9,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9423,3.59719,1,indole,9.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9424,3.59719,71,indole,9.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9425,5.42827,1,indole,10,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9426,5.42827,71,indole,10,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9427,0.640646,1,indole,10.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9428,0.640646,71,indole,10.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9429,2.56032,1,indole,11,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9430,2.56032,71,indole,11,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9431,1.00E-08,1,indole,11.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9432,1.00E-08,71,indole,11.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9433,2.03706,1,indole,12,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9434,2.03706,71,indole,12,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9435,2.87761,1,indole,12.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9436,2.87761,71,indole,12.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9437,4.36311,1,indole,13,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9438,4.36311,71,indole,13,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9439,0.987884,1,indole,13.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9440,0.987884,71,indole,13.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9441,1.53576,1,indole,14,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9442,1.53576,71,indole,14,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9443,2.49638,1,indole,14.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9444,2.49638,71,indole,14.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9445,1.06745,1,indole,15,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9446,1.06745,71,indole,15,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9447,3.25134,1,indole,15.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9448,3.25134,71,indole,15.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9449,2.64716,1,indole,16,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9450,2.64716,71,indole,16,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9451,2.80162,1,indole,16.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9452,2.80162,71,indole,16.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9453,1.21929,1,indole,17,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9454,1.21929,71,indole,17,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9455,1.88445,1,indole,17.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9456,1.88445,71,indole,17.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9457,1.6122,1,indole,18,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9458,1.6122,71,indole,18,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9459,2.83569,1,indole,18.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9460,2.83569,71,indole,18.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9461,1.00E-08,1,indole,19,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9462,1.00E-08,71,indole,19,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9463,0.975825,1,indole,19.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9464,0.975825,71,indole,19.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9465,2.5187,1,indole,20,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9466,2.5187,71,indole,20,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9467,2.46067,1,indole,20.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9468,2.46067,71,indole,20.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9469,1.69974,1,indole,21,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9470,1.69974,71,indole,21,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9471,2.48462,1,indole,21.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9472,2.48462,71,indole,21.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9473,3.06227,1,indole,22,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9474,3.06227,71,indole,22,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9475,1.78275,1,indole,22.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9476,1.78275,71,indole,22.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9477,21.0812,1,mono,-1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9478,21.0812,71,mono,-1,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9479,15.5944,1,mono,-0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9480,15.5944,71,mono,-0.5,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
9481,17.193,1,mono,0,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.22,0.69
9482,17.193,71,mono,0,a,NA,NA,0,0,0,Leaf3,NA,NA,NA,2.77,0.82
