Channel_number,Emission,Type,time,comp,Totalbio,d1_time,intensity1,Leaf3
77,595.818,l3,3.166666667,DMNT,1,1,1,1
77,605.706,l3,3.333333333,DMNT,1,1,1,1
77,585.453,l3,3.5,DMNT,1,1,1,1
77,582.161,l3,3.666666667,DMNT,1,1,1,1
77,520.881,l3,3.833333333,DMNT,1,1,1,1
77,548.418,l3,4,DMNT,1,1,1,1
77,557.868,l3,4.166666667,DMNT,1,1,1,1
77,482.569,l3,4.333333333,DMNT,1,1,1,1
77,461.748,l3,4.5,DMNT,1,1,1,1
77,448.428,l3,4.666666667,DMNT,1,1,1,1
77,426.163,l3,4.833333333,DMNT,1,1,1,1
77,392.178,l3,5,DMNT,1,1,1,1
77,379.355,l3,5.166666667,DMNT,1,1,1,1
77,332.827,l3,5.333333333,DMNT,1,1,1,1
77,333.188,l3,5.5,DMNT,1,1,1,1
77,308.36,l3,5.666666667,DMNT,1,1,1,1
77,313.465,l3,5.833333333,DMNT,1,1,1,1
77,282.165,l3,6,DMNT,1,1,1,1
77,291.134,l3,6.166666667,DMNT,1,1,1,1
77,239.947,l3,6.333333333,DMNT,1,1,1,1
77,227.645,l3,6.5,DMNT,1,1,1,1
77,225.707,l3,6.666666667,DMNT,1,1,1,1
77,226.344,l3,6.833333333,DMNT,1,1,1,1
77,207.692,l3,7,DMNT,1,1,1,1
77,175.658,l3,7.166666667,DMNT,1,1,1,1
77,177.396,l3,7.333333333,DMNT,1,1,1,1
77,180.333,l3,7.5,DMNT,1,1,1,1
77,176.94,l3,7.666666667,DMNT,1,1,1,1
77,130.828,l3,7.833333333,DMNT,1,1,1,1
77,139.529,l3,8,DMNT,1,1,1,1
77,121.737,l3,8.166666667,DMNT,1,1,1,1
77,112.492,l3,8.333333333,DMNT,1,1,1,1
77,122.21,l3,8.5,DMNT,1,1,1,1
77,128.726,l3,8.666666667,DMNT,1,1,1,1
77,98.0204,l3,8.833333333,DMNT,1,1,1,1
77,89.612,l3,9,DMNT,1,1,1,1
77,89.0224,l3,9.166666667,DMNT,1,1,1,1
78,4.39255,l4,-0.666666667,DMNT,1,1,1,1
78,2.70063,l4,-0.5,DMNT,1,1,1,1
78,5.78573,l4,-0.333333333,DMNT,1,1,1,1
78,5.69293,l4,-0.166666667,DMNT,1,1,1,1
78,7.01318,l4,0,DMNT,1,1,1,1
78,8.42784,l4,0.166666667,DMNT,1,1,1,1
78,9.54148,l4,0.333333333,DMNT,1,1,1,1
78,1.00E-08,l4,0.5,DMNT,1,1,1,1
78,12.9563,l4,0.666666667,DMNT,1,1,1,1
78,9.83539,l4,0.833333333,DMNT,1,1,1,1
78,10.7433,l4,1,DMNT,1,1,1,1
78,23.1091,l4,1.166666667,DMNT,1,1,1,1
78,52.0162,l4,1.333333333,DMNT,1,1,1,1
78,107.426,l4,1.5,DMNT,1,1,1,1
78,147.772,l4,1.666666667,DMNT,1,1,1,1
78,231.844,l4,1.833333333,DMNT,1,1,1,1
78,317.494,l4,2,DMNT,1,1,1,1
78,421.961,l4,2.166666667,DMNT,1,1,1,1
78,449.459,l4,2.333333333,DMNT,1,1,1,1
78,480.94,l4,2.5,DMNT,1,1,1,1
78,496.807,l4,2.666666667,DMNT,1,1,1,1
78,473.49,l4,2.833333333,DMNT,1,1,1,1
78,311.389,l4,3,DMNT,1,1,1,1
78,390.213,l4,3.166666667,DMNT,1,1,1,1
78,376.946,l4,3.333333333,DMNT,1,1,1,1
78,277.455,l4,3.5,DMNT,1,1,1,1
78,348.565,l4,3.666666667,DMNT,1,1,1,1
78,335.804,l4,3.833333333,DMNT,1,1,1,1
78,304.774,l4,4,DMNT,1,1,1,1
78,300.081,l4,4.166666667,DMNT,1,1,1,1
78,245.811,l4,4.333333333,DMNT,1,1,1,1
78,246.288,l4,4.5,DMNT,1,1,1,1
78,287.03,l4,4.666666667,DMNT,1,1,1,1
78,243.283,l4,4.833333333,DMNT,1,1,1,1
78,241.636,l4,5,DMNT,1,1,1,1
78,210.128,l4,5.166666667,DMNT,1,1,1,1
78,182.401,l4,5.333333333,DMNT,1,1,1,1
78,186.715,l4,5.5,DMNT,1,1,1,1
78,179.228,l4,5.666666667,DMNT,1,1,1,1
78,181.934,l4,5.833333333,DMNT,1,1,1,1
78,166.927,l4,6,DMNT,1,1,1,1
78,153.023,l4,6.166666667,DMNT,1,1,1,1
78,155.979,l4,6.333333333,DMNT,1,1,1,1
78,145.359,l4,6.5,DMNT,1,1,1,1
78,140.736,l4,6.666666667,DMNT,1,1,1,1
78,125.048,l4,6.833333333,DMNT,1,1,1,1
78,127.007,l4,7,DMNT,1,1,1,1
78,111.555,l4,7.166666667,DMNT,1,1,1,1
78,118.686,l4,7.333333333,DMNT,1,1,1,1
78,101.051,l4,7.5,DMNT,1,1,1,1
78,96.6415,l4,7.666666667,DMNT,1,1,1,1
78,85.0462,l4,7.833333333,DMNT,1,1,1,1
78,85.6029,l4,8,DMNT,1,1,1,1
78,81.7854,l4,8.166666667,DMNT,1,1,1,1
78,84.3545,l4,8.333333333,DMNT,1,1,1,1
78,63.8845,l4,8.5,DMNT,1,1,1,1
78,72.8101,l4,8.666666667,DMNT,1,1,1,1
78,60.7475,l4,8.833333333,DMNT,1,1,1,1
78,34.0935,l4,9,DMNT,1,1,1,1
78,57.6352,l4,9.166666667,DMNT,1,1,1,1
79,5.98203,l2,-0.666666667,DMNT,1,1,1,1
79,9.9693,l2,-0.5,DMNT,1,1,1,1
79,5.17176,l2,-0.333333333,DMNT,1,1,1,1
79,6.78903,l2,-0.166666667,DMNT,1,1,1,1
79,1.00E-08,l2,0,DMNT,1,1,1,1
79,14.2487,l2,0.166666667,DMNT,1,1,1,1
79,9.1664,l2,0.333333333,DMNT,1,1,1,1
79,10.2349,l2,0.5,DMNT,1,1,1,1
79,10.792,l2,0.666666667,DMNT,1,1,1,1
79,6.38611,l2,0.833333333,DMNT,1,1,1,1
79,16.2009,l2,1,DMNT,1,1,1,1
79,31.3114,l2,1.166666667,DMNT,1,1,1,1
79,60.9418,l2,1.333333333,DMNT,1,1,1,1
79,133.211,l2,1.5,DMNT,1,1,1,1
79,232.259,l2,1.666666667,DMNT,1,1,1,1
79,335.864,l2,1.833333333,DMNT,1,1,1,1
79,488.395,l2,2,DMNT,1,1,1,1
79,618.601,l2,2.166666667,DMNT,1,1,1,1
79,804.045,l2,2.333333333,DMNT,1,1,1,1
79,860.174,l2,2.5,DMNT,1,1,1,1
79,896.165,l2,2.666666667,DMNT,1,1,1,1
79,923.846,l2,2.833333333,DMNT,1,1,1,1
79,813.231,l2,3,DMNT,1,1,1,1
79,810.508,l2,3.166666667,DMNT,1,1,1,1
79,770.102,l2,3.333333333,DMNT,1,1,1,1
79,733.53,l2,3.5,DMNT,1,1,1,1
79,697.488,l2,3.666666667,DMNT,1,1,1,1
79,655.986,l2,3.833333333,DMNT,1,1,1,1
79,681.684,l2,4,DMNT,1,1,1,1
79,573.726,l2,4.166666667,DMNT,1,1,1,1
79,546.094,l2,4.333333333,DMNT,1,1,1,1
79,493.918,l2,4.5,DMNT,1,1,1,1
79,518.793,l2,4.666666667,DMNT,1,1,1,1
79,466.372,l2,4.833333333,DMNT,1,1,1,1
79,417.391,l2,5,DMNT,1,1,1,1
79,362.178,l2,5.166666667,DMNT,1,1,1,1
79,369.188,l2,5.333333333,DMNT,1,1,1,1
79,307.6,l2,5.5,DMNT,1,1,1,1
79,285.397,l2,5.666666667,DMNT,1,1,1,1
79,271.585,l2,5.833333333,DMNT,1,1,1,1
79,235.419,l2,6,DMNT,1,1,1,1
79,201.354,l2,6.166666667,DMNT,1,1,1,1
79,204.827,l2,6.333333333,DMNT,1,1,1,1
79,189.236,l2,6.5,DMNT,1,1,1,1
79,187.893,l2,6.666666667,DMNT,1,1,1,1
79,180.317,l2,6.833333333,DMNT,1,1,1,1
79,137.03,l2,7,DMNT,1,1,1,1
79,129.787,l2,7.166666667,DMNT,1,1,1,1
79,144.741,l2,7.333333333,DMNT,1,1,1,1
79,114.583,l2,7.5,DMNT,1,1,1,1
79,105.444,l2,7.666666667,DMNT,1,1,1,1
79,103.972,l2,7.833333333,DMNT,1,1,1,1
79,85.3804,l2,8,DMNT,1,1,1,1
79,71.1756,l2,8.166666667,DMNT,1,1,1,1
79,60.3394,l2,8.333333333,DMNT,1,1,1,1
79,80.4474,l2,8.5,DMNT,1,1,1,1
79,63.9728,l2,8.666666667,DMNT,1,1,1,1
79,65.8404,l2,8.833333333,DMNT,1,1,1,1
79,67.7829,l2,9,DMNT,1,1,1,1
79,58.1687,l2,9.166666667,DMNT,1,1,1,1
80,10.7409,l4,-0.666666667,DMNT,1,1,1,1
80,9.7315,l4,-0.5,DMNT,1,1,1,1
80,9.43663,l4,-0.333333333,DMNT,1,1,1,1
80,8.29261,l4,-0.166666667,DMNT,1,1,1,1
80,9.80511,l4,0,DMNT,1,1,1,1
80,6.54637,l4,0.166666667,DMNT,1,1,1,1
80,9.18176,l4,0.333333333,DMNT,1,1,1,1
80,8.6419,l4,0.5,DMNT,1,1,1,1
80,10.4615,l4,0.666666667,DMNT,1,1,1,1
80,15.4543,l4,0.833333333,DMNT,1,1,1,1
80,22.051,l4,1,DMNT,1,1,1,1
80,36.3907,l4,1.166666667,DMNT,1,1,1,1
80,71.5996,l4,1.333333333,DMNT,1,1,1,1
80,145.917,l4,1.5,DMNT,1,1,1,1
80,186.136,l4,1.666666667,DMNT,1,1,1,1
80,301.901,l4,1.833333333,DMNT,1,1,1,1
80,374.077,l4,2,DMNT,1,1,1,1
80,446.862,l4,2.166666667,DMNT,1,1,1,1
80,476.218,l4,2.333333333,DMNT,1,1,1,1
80,537.616,l4,2.5,DMNT,1,1,1,1
80,438.116,l4,2.666666667,DMNT,1,1,1,1
80,444.043,l4,2.833333333,DMNT,1,1,1,1
80,425.958,l4,3,DMNT,1,1,1,1
80,378.029,l4,3.166666667,DMNT,1,1,1,1
80,368.914,l4,3.333333333,DMNT,1,1,1,1
80,351.361,l4,3.5,DMNT,1,1,1,1
80,339.251,l4,3.666666667,DMNT,1,1,1,1
80,274.46,l4,3.833333333,DMNT,1,1,1,1
80,236.565,l4,4,DMNT,1,1,1,1
80,234.264,l4,4.166666667,DMNT,1,1,1,1
80,266.597,l4,4.333333333,DMNT,1,1,1,1
80,246.75,l4,4.5,DMNT,1,1,1,1
80,252.865,l4,4.666666667,DMNT,1,1,1,1
80,206.934,l4,4.833333333,DMNT,1,1,1,1
80,217.397,l4,5,DMNT,1,1,1,1
80,211.915,l4,5.166666667,DMNT,1,1,1,1
80,198.054,l4,5.333333333,DMNT,1,1,1,1
80,211.468,l4,5.5,DMNT,1,1,1,1
80,150.978,l4,5.666666667,DMNT,1,1,1,1
80,165.273,l4,5.833333333,DMNT,1,1,1,1
80,172.241,l4,6,DMNT,1,1,1,1
80,142.011,l4,6.166666667,DMNT,1,1,1,1
80,136.996,l4,6.333333333,DMNT,1,1,1,1
80,125.332,l4,6.5,DMNT,1,1,1,1
80,132.413,l4,6.666666667,DMNT,1,1,1,1
80,114.66,l4,6.833333333,DMNT,1,1,1,1
80,115.324,l4,7,DMNT,1,1,1,1
80,85.0439,l4,7.166666667,DMNT,1,1,1,1
80,112.071,l4,7.333333333,DMNT,1,1,1,1
80,94.9989,l4,7.5,DMNT,1,1,1,1
80,88.6533,l4,7.666666667,DMNT,1,1,1,1
80,85.078,l4,7.833333333,DMNT,1,1,1,1
80,91.0337,l4,8,DMNT,1,1,1,1
80,64.2637,l4,8.166666667,DMNT,1,1,1,1
80,83.2724,l4,8.333333333,DMNT,1,1,1,1
80,78.3453,l4,8.5,DMNT,1,1,1,1
80,70.8551,l4,8.666666667,DMNT,1,1,1,1
80,62.9951,l4,8.833333333,DMNT,1,1,1,1
80,63.0194,l4,9,DMNT,1,1,1,1
80,60.9026,l4,9.166666667,DMNT,1,1,1,1
83,0.486018,l2,-0.666666667,DMNT,1,1,1,1
83,5.84658,l2,-0.5,DMNT,1,1,1,1
83,10.0123,l2,-0.333333333,DMNT,1,1,1,1
83,4.4486,l2,-0.166666667,DMNT,1,1,1,1
83,8.71339,l2,0,DMNT,1,1,1,1
83,1.00E-08,l2,0.166666667,DMNT,1,1,1,1
83,8.69722,l2,0.333333333,DMNT,1,1,1,1
83,7.00926,l2,0.5,DMNT,1,1,1,1
83,4.77594,l2,0.666666667,DMNT,1,1,1,1
83,11.4555,l2,0.833333333,DMNT,1,1,1,1
83,17.5644,l2,1,DMNT,1,1,1,1
83,29.945,l2,1.166666667,DMNT,1,1,1,1
83,51.9494,l2,1.333333333,DMNT,1,1,1,1
83,101.367,l2,1.5,DMNT,1,1,1,1
83,163.469,l2,1.666666667,DMNT,1,1,1,1
83,247.806,l2,1.833333333,DMNT,1,1,1,1
83,336.98,l2,2,DMNT,1,1,1,1
83,474.624,l2,2.166666667,DMNT,1,1,1,1
83,571.038,l2,2.333333333,DMNT,1,1,1,1
83,693.32,l2,2.5,DMNT,1,1,1,1
83,713.02,l2,2.666666667,DMNT,1,1,1,1
83,728.407,l2,2.833333333,DMNT,1,1,1,1
83,720.297,l2,3,DMNT,1,1,1,1
83,673.125,l2,3.166666667,DMNT,1,1,1,1
83,720.005,l2,3.333333333,DMNT,1,1,1,1
83,621.856,l2,3.5,DMNT,1,1,1,1
83,665.201,l2,3.666666667,DMNT,1,1,1,1
83,647.614,l2,3.833333333,DMNT,1,1,1,1
83,592.542,l2,4,DMNT,1,1,1,1
83,578.624,l2,4.166666667,DMNT,1,1,1,1
83,537.421,l2,4.333333333,DMNT,1,1,1,1
83,528.675,l2,4.5,DMNT,1,1,1,1
83,511.186,l2,4.666666667,DMNT,1,1,1,1
83,452.04,l2,4.833333333,DMNT,1,1,1,1
83,458.445,l2,5,DMNT,1,1,1,1
83,405.095,l2,5.166666667,DMNT,1,1,1,1
83,393.071,l2,5.333333333,DMNT,1,1,1,1
83,358.201,l2,5.5,DMNT,1,1,1,1
83,317.267,l2,5.666666667,DMNT,1,1,1,1
83,296.837,l2,5.833333333,DMNT,1,1,1,1
83,265.324,l2,6,DMNT,1,1,1,1
83,253.981,l2,6.166666667,DMNT,1,1,1,1
83,225.685,l2,6.333333333,DMNT,1,1,1,1
83,230.532,l2,6.5,DMNT,1,1,1,1
83,234.718,l2,6.666666667,DMNT,1,1,1,1
83,204.217,l2,6.833333333,DMNT,1,1,1,1
83,178.303,l2,7,DMNT,1,1,1,1
83,177.507,l2,7.166666667,DMNT,1,1,1,1
83,176.612,l2,7.333333333,DMNT,1,1,1,1
83,162.772,l2,7.5,DMNT,1,1,1,1
83,153.149,l2,7.666666667,DMNT,1,1,1,1
83,136.695,l2,7.833333333,DMNT,1,1,1,1
83,132.889,l2,8,DMNT,1,1,1,1
83,121.333,l2,8.166666667,DMNT,1,1,1,1
83,107.532,l2,8.333333333,DMNT,1,1,1,1
83,94.8872,l2,8.5,DMNT,1,1,1,1
83,104.462,l2,8.666666667,DMNT,1,1,1,1
83,87.7152,l2,8.833333333,DMNT,1,1,1,1
83,90.6918,l2,9,DMNT,1,1,1,1
83,79.737,l2,9.166666667,DMNT,1,1,1,1
84,4.17133,l4,-0.666666667,DMNT,1,1,1,1
84,10.9104,l4,-0.5,DMNT,1,1,1,1
84,8.15176,l4,-0.333333333,DMNT,1,1,1,1
84,9.21333,l4,-0.166666667,DMNT,1,1,1,1
84,6.69062,l4,0,DMNT,1,1,1,1
84,9.23505,l4,0.166666667,DMNT,1,1,1,1
84,6.98747,l4,0.333333333,DMNT,1,1,1,1
84,12.1443,l4,0.5,DMNT,1,1,1,1
84,8.5662,l4,0.666666667,DMNT,1,1,1,1
84,10.8302,l4,0.833333333,DMNT,1,1,1,1
84,15.9285,l4,1,DMNT,1,1,1,1
84,34.5142,l4,1.166666667,DMNT,1,1,1,1
84,28.613,l4,1.333333333,DMNT,1,1,1,1
84,88.1524,l4,1.5,DMNT,1,1,1,1
84,118.992,l4,1.666666667,DMNT,1,1,1,1
84,110.162,l4,1.833333333,DMNT,1,1,1,1
84,209.455,l4,2,DMNT,1,1,1,1
84,220.264,l4,2.166666667,DMNT,1,1,1,1
84,229.221,l4,2.333333333,DMNT,1,1,1,1
84,238.157,l4,2.5,DMNT,1,1,1,1
84,228.59,l4,2.666666667,DMNT,1,1,1,1
84,130.012,l4,2.833333333,DMNT,1,1,1,1
84,190.73,l4,3,DMNT,1,1,1,1
84,195.394,l4,3.166666667,DMNT,1,1,1,1
84,168.079,l4,3.333333333,DMNT,1,1,1,1
84,162.074,l4,3.5,DMNT,1,1,1,1
84,156.054,l4,3.666666667,DMNT,1,1,1,1
84,136.538,l4,3.833333333,DMNT,1,1,1,1
84,122.701,l4,4,DMNT,1,1,1,1
84,130.504,l4,4.166666667,DMNT,1,1,1,1
84,105.772,l4,4.333333333,DMNT,1,1,1,1
84,115.067,l4,4.5,DMNT,1,1,1,1
84,105.918,l4,4.666666667,DMNT,1,1,1,1
84,82.4683,l4,4.833333333,DMNT,1,1,1,1
84,99.9592,l4,5,DMNT,1,1,1,1
84,84.5547,l4,5.166666667,DMNT,1,1,1,1
84,77.9854,l4,5.333333333,DMNT,1,1,1,1
84,78.425,l4,5.5,DMNT,1,1,1,1
84,86.1326,l4,5.666666667,DMNT,1,1,1,1
84,61.5335,l4,5.833333333,DMNT,1,1,1,1
84,62.8045,l4,6,DMNT,1,1,1,1
84,69.4503,l4,6.166666667,DMNT,1,1,1,1
84,66.9463,l4,6.333333333,DMNT,1,1,1,1
84,53.472,l4,6.5,DMNT,1,1,1,1
84,62.0969,l4,6.666666667,DMNT,1,1,1,1
84,60.0612,l4,6.833333333,DMNT,1,1,1,1
84,38.0138,l4,7,DMNT,1,1,1,1
84,56.0174,l4,7.166666667,DMNT,1,1,1,1
84,53.2657,l4,7.333333333,DMNT,1,1,1,1
84,48.0186,l4,7.5,DMNT,1,1,1,1
84,45.7498,l4,7.666666667,DMNT,1,1,1,1
84,33.1689,l4,7.833333333,DMNT,1,1,1,1
84,41.0467,l4,8,DMNT,1,1,1,1
84,42.91,l4,8.166666667,DMNT,1,1,1,1
84,41.8284,l4,8.333333333,DMNT,1,1,1,1
84,29.0625,l4,8.5,DMNT,1,1,1,1
84,35.7288,l4,8.666666667,DMNT,1,1,1,1
84,31.2972,l4,8.833333333,DMNT,1,1,1,1
84,17.3718,l4,9,DMNT,1,1,1,1
84,11.4362,l4,9.166666667,DMNT,1,1,1,1
85,6.17321,l4,-0.666666667,DMNT,1,1,1,1
85,1.05217,l4,-0.5,DMNT,1,1,1,1
85,10.1632,l4,-0.333333333,DMNT,1,1,1,1
85,4.65846,l4,-0.166666667,DMNT,1,1,1,1
85,4.0896,l4,0,DMNT,1,1,1,1
85,1.00E-08,l4,0.166666667,DMNT,1,1,1,1
85,9.13156,l4,0.333333333,DMNT,1,1,1,1
85,6.60158,l4,0.5,DMNT,1,1,1,1
85,10.6682,l4,0.666666667,DMNT,1,1,1,1
85,16.4406,l4,0.833333333,DMNT,1,1,1,1
85,14.6813,l4,1,DMNT,1,1,1,1
85,37.976,l4,1.166666667,DMNT,1,1,1,1
85,56.5919,l4,1.333333333,DMNT,1,1,1,1
85,116.393,l4,1.5,DMNT,1,1,1,1
85,194.848,l4,1.666666667,DMNT,1,1,1,1
85,344.198,l4,1.833333333,DMNT,1,1,1,1
85,473.685,l4,2,DMNT,1,1,1,1
85,627.861,l4,2.166666667,DMNT,1,1,1,1
85,729.988,l4,2.333333333,DMNT,1,1,1,1
85,853.964,l4,2.5,DMNT,1,1,1,1
85,839.103,l4,2.666666667,DMNT,1,1,1,1
85,832.864,l4,2.833333333,DMNT,1,1,1,1
85,754.432,l4,3,DMNT,1,1,1,1
85,715.672,l4,3.166666667,DMNT,1,1,1,1
85,657.684,l4,3.333333333,DMNT,1,1,1,1
85,598.727,l4,3.5,DMNT,1,1,1,1
85,562.984,l4,3.666666667,DMNT,1,1,1,1
85,553.079,l4,3.833333333,DMNT,1,1,1,1
85,498.984,l4,4,DMNT,1,1,1,1
85,292.301,l4,4.166666667,DMNT,1,1,1,1
85,426.088,l4,4.333333333,DMNT,1,1,1,1
85,440.397,l4,4.5,DMNT,1,1,1,1
85,435.388,l4,4.666666667,DMNT,1,1,1,1
85,333.283,l4,4.833333333,DMNT,1,1,1,1
85,365.187,l4,5,DMNT,1,1,1,1
85,349.373,l4,5.166666667,DMNT,1,1,1,1
85,313.493,l4,5.333333333,DMNT,1,1,1,1
85,294.43,l4,5.5,DMNT,1,1,1,1
85,252.946,l4,5.666666667,DMNT,1,1,1,1
85,278.468,l4,5.833333333,DMNT,1,1,1,1
85,250.128,l4,6,DMNT,1,1,1,1
85,219.896,l4,6.166666667,DMNT,1,1,1,1
85,207.728,l4,6.333333333,DMNT,1,1,1,1
85,207.66,l4,6.5,DMNT,1,1,1,1
85,178.221,l4,6.666666667,DMNT,1,1,1,1
85,143.434,l4,6.833333333,DMNT,1,1,1,1
85,186.657,l4,7,DMNT,1,1,1,1
85,184.245,l4,7.166666667,DMNT,1,1,1,1
85,155.204,l4,7.333333333,DMNT,1,1,1,1
85,164.303,l4,7.5,DMNT,1,1,1,1
85,91.7942,l4,7.666666667,DMNT,1,1,1,1
85,122.322,l4,7.833333333,DMNT,1,1,1,1
85,143.21,l4,8,DMNT,1,1,1,1
85,137.925,l4,8.166666667,DMNT,1,1,1,1
85,113.863,l4,8.333333333,DMNT,1,1,1,1
85,108.919,l4,8.5,DMNT,1,1,1,1
85,51.2821,l4,8.666666667,DMNT,1,1,1,1
85,90.3098,l4,8.833333333,DMNT,1,1,1,1
85,79.6172,l4,9,DMNT,1,1,1,1
85,91.9369,l4,9.166666667,DMNT,1,1,1,1
86,6.59912,a,-0.666666667,DMNT,1,1,1,1
86,7.73464,a,-0.5,DMNT,1,1,1,1
86,3.85024,a,-0.333333333,DMNT,1,1,1,1
86,9.88329,a,-0.166666667,DMNT,1,1,1,1
86,9.17144,a,0,DMNT,1,1,1,1
86,8.75558,a,0.166666667,DMNT,1,1,1,1
86,7.69371,a,0.333333333,DMNT,1,1,1,1
86,11.1099,a,0.5,DMNT,1,1,1,1
86,10.1245,a,0.666666667,DMNT,1,1,1,1
86,10.4517,a,0.833333333,DMNT,1,1,1,1
86,9.06796,a,1,DMNT,1,1,1,1
86,9.10485,a,1.166666667,DMNT,1,1,1,1
86,8.59938,a,1.333333333,DMNT,1,1,1,1
86,10.7725,a,1.5,DMNT,1,1,1,1
86,8.87446,a,1.666666667,DMNT,1,1,1,1
86,11.0305,a,1.833333333,DMNT,1,1,1,1
86,14.0784,a,2,DMNT,1,1,1,1
86,10.7798,a,2.166666667,DMNT,1,1,1,1
86,13.875,a,2.333333333,DMNT,1,1,1,1
86,7.06278,a,2.5,DMNT,1,1,1,1
86,0.866524,a,2.666666667,DMNT,1,1,1,1
86,1.55767,a,2.833333333,DMNT,1,1,1,1
86,6.50177,a,3,DMNT,1,1,1,1
86,1.00E-08,a,3.166666667,DMNT,1,1,1,1
86,14.851,a,3.333333333,DMNT,1,1,1,1
86,16.5678,a,3.5,DMNT,1,1,1,1
86,22.2097,a,3.666666667,DMNT,1,1,1,1
86,15.228,a,3.833333333,DMNT,1,1,1,1
86,23.1858,a,4,DMNT,1,1,1,1
86,16.033,a,4.166666667,DMNT,1,1,1,1
86,16.1579,a,4.333333333,DMNT,1,1,1,1
86,20.8527,a,4.5,DMNT,1,1,1,1
86,15.0473,a,4.666666667,DMNT,1,1,1,1
86,1.00E-08,a,4.833333333,DMNT,1,1,1,1
86,15.6997,a,5,DMNT,1,1,1,1
86,2.96551,a,5.166666667,DMNT,1,1,1,1
86,13.9001,a,5.333333333,DMNT,1,1,1,1
86,5.15441,a,5.5,DMNT,1,1,1,1
86,13.0729,a,5.666666667,DMNT,1,1,1,1
86,8.08514,a,5.833333333,DMNT,1,1,1,1
86,12.8422,a,6,DMNT,1,1,1,1
86,14.8262,a,6.166666667,DMNT,1,1,1,1
86,13.8713,a,6.333333333,DMNT,1,1,1,1
86,12.7491,a,6.5,DMNT,1,1,1,1
86,1.00E-08,a,6.666666667,DMNT,1,1,1,1
86,8.56135,a,6.833333333,DMNT,1,1,1,1
86,10.386,a,7,DMNT,1,1,1,1
86,14.5381,a,7.166666667,DMNT,1,1,1,1
86,9.82406,a,7.333333333,DMNT,1,1,1,1
86,15.516,a,7.5,DMNT,1,1,1,1
86,12.4147,a,7.666666667,DMNT,1,1,1,1
86,1.00E-08,a,7.833333333,DMNT,1,1,1,1
86,11.8919,a,8,DMNT,1,1,1,1
86,8.09778,a,8.166666667,DMNT,1,1,1,1
86,14.3081,a,8.333333333,DMNT,1,1,1,1
86,11.1519,a,8.5,DMNT,1,1,1,1
86,15.5404,a,8.666666667,DMNT,1,1,1,1
86,1.00E-08,a,8.833333333,DMNT,1,1,1,1
86,1.00E-08,a,9,DMNT,1,1,1,1
86,15.5136,a,9.166666667,DMNT,1,1,1,1
89,9.63525,a,-0.666666667,DMNT,1,1,1,1
89,9.57756,a,-0.5,DMNT,1,1,1,1
89,5.30908,a,-0.333333333,DMNT,1,1,1,1
89,8.50181,a,-0.166666667,DMNT,1,1,1,1
89,7.74991,a,0,DMNT,1,1,1,1
89,6.86119,a,0.166666667,DMNT,1,1,1,1
89,1.63384,a,0.333333333,DMNT,1,1,1,1
89,11.4201,a,0.5,DMNT,1,1,1,1
89,1.00E-08,a,0.666666667,DMNT,1,1,1,1
89,11.168,a,0.833333333,DMNT,1,1,1,1
89,9.19805,a,1,DMNT,1,1,1,1
89,9.22278,a,1.166666667,DMNT,1,1,1,1
89,12.8252,a,1.333333333,DMNT,1,1,1,1
89,11.3918,a,1.5,DMNT,1,1,1,1
89,17.7224,a,1.666666667,DMNT,1,1,1,1
89,14.7186,a,1.833333333,DMNT,1,1,1,1
89,16.7851,a,2,DMNT,1,1,1,1
89,10.3876,a,2.166666667,DMNT,1,1,1,1
89,14.0937,a,2.333333333,DMNT,1,1,1,1
89,18.0487,a,2.5,DMNT,1,1,1,1
89,17.0978,a,2.666666667,DMNT,1,1,1,1
89,12.2312,a,2.833333333,DMNT,1,1,1,1
89,11.7619,a,3,DMNT,1,1,1,1
89,17.1502,a,3.166666667,DMNT,1,1,1,1
89,21.311,a,3.333333333,DMNT,1,1,1,1
89,23.7119,a,3.5,DMNT,1,1,1,1
89,20.1436,a,3.666666667,DMNT,1,1,1,1
89,20.3629,a,3.833333333,DMNT,1,1,1,1
89,20.3386,a,4,DMNT,1,1,1,1
89,21.7168,a,4.166666667,DMNT,1,1,1,1
89,15.7639,a,4.333333333,DMNT,1,1,1,1
89,18.2221,a,4.5,DMNT,1,1,1,1
89,13.0969,a,4.666666667,DMNT,1,1,1,1
89,19.601,a,4.833333333,DMNT,1,1,1,1
89,18.611,a,5,DMNT,1,1,1,1
89,12.8611,a,5.166666667,DMNT,1,1,1,1
89,18.1889,a,5.333333333,DMNT,1,1,1,1
89,14.3584,a,5.5,DMNT,1,1,1,1
89,17.0204,a,5.666666667,DMNT,1,1,1,1
89,14.2002,a,5.833333333,DMNT,1,1,1,1
89,6.85949,a,6,DMNT,1,1,1,1
89,9.74201,a,6.166666667,DMNT,1,1,1,1
89,2.02154,a,6.333333333,DMNT,1,1,1,1
89,15.0907,a,6.5,DMNT,1,1,1,1
89,7.33127,a,6.666666667,DMNT,1,1,1,1
89,12.4122,a,6.833333333,DMNT,1,1,1,1
89,11.2457,a,7,DMNT,1,1,1,1
89,6.94228,a,7.166666667,DMNT,1,1,1,1
89,11.5555,a,7.333333333,DMNT,1,1,1,1
89,5.19293,a,7.5,DMNT,1,1,1,1
89,11.1711,a,7.666666667,DMNT,1,1,1,1
89,14.2033,a,7.833333333,DMNT,1,1,1,1
89,8.47053,a,8,DMNT,1,1,1,1
