R_peak_fit,t_peak_fit,t_onset_fit,t_mean_fit,duration,shape,fitted_emission,prior,time,emission,integral,Type,comp,Channel_number,intensity1,Totalbio,Leaf3,d1_time
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,2.474534207183293e-26,-2.0917824457443643,-1.0,-13.43710366699218,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,3.425978126121125e-24,-1.4280431069795725,-0.5,-9.27288619140625,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,4.743246662983394e-22,4.06859905440087,0.0,-4.592902299804688,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,6.566997242149838e-20,4.337287463129776,0.5,-7.500453652343751,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,9.091969244390648e-18,0.32667278262498556,1.0,-10.001362104492188,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,1.2587778202550866e-15,0.5642278429092755,1.5,-9.991760849609367,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,1.7427705243762637e-13,1.8121462771327543,2.0,-9.71118083007812,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,2.4128555903267562e-11,11.129139247373438,2.5,6.894498203125011,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,3.3405844333989796e-09,14.291041811832898,3.0,9.872165981445317,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
22.338437765625002,6.0,4.975977862786122,13.194764491650792,8.21878662886467,0.8754047058944837,6.402942950372517e-05,14.119391397483874,4.0,-5.6613331542968695,228.81854173992812,b,mono,60,15_min_feeding,60,60,10.5
