R_peak_fit,t_peak_fit,t_onset_fit,t_mean_fit,duration,shape,fitted_emission,prior,time,emission,integral,Type,comp,Channel_number,intensity1,Totalbio,Leaf3,d1_time
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,2.2109130234900396e-19,-0.5404798321494371,-1.0,-0.6987633425912068,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,2.7311087160154262e-17,1.0620556685015043,-0.5,0.814912211491226,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,3.373698793396692e-15,0.20487514443655708,0.0,-0.2821094932053181,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,4.167462787549417e-13,0.1581628756403466,0.5,-1.0597827924174463,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,5.144655887146242e-11,-0.8201447331979663,1.0,-2.689740619090422,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,5.795362478015626e-09,3.233473630829077,1.5,1.2743802219027363,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,15.722338770324072,15.250410153381875,2.0,16.540789746278683,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,36.17692925429074,33.2146468306179,2.5,35.76377674263622,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,47.34250068865096,47.67223680813661,3.0,50.10536726710504,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,53.16855102194224,53.40451454064104,3.5,56.40748317041186,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,55.38770580774863,57.71831000486635,4.0,56.59821727628464,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,55.16534825583559,55.81027746024208,4.5,46.433028767486235,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,53.32540221932896,52.93015732171782,5.0,51.3664688269659,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,50.45812564272466,53.34636066791791,5.5,52.20743180958789,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
55.5401122626393,4.186714002402467,1.7329895887792555,6.911097986176913,5.178108397397658,0.5261349849577559,46.986767627635636,44.749817910944365,6.0,44.7836917731399,393.66067153524557,w,DMNT,54,6,3.44,0.89,10.5
