R_peak_fit,t_peak_fit,t_onset_fit,t_mean_fit,duration,shape,fitted_emission,prior,time,emission,integral,Type,comp,Channel_number,intensity1,Totalbio,Leaf3,d1_time
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,5.7719123217378385e-30,0.09588210743769987,-1.0,-0.6508894191151965,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,7.9130201349692955e-28,-0.025544024021363354,-0.5,-0.28339680941359824,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,1.0848378174527906e-25,-0.06874018786302738,0.0,-0.5180480316534674,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,1.487261589257034e-23,0.5382955569336263,0.5,-0.06678207806003572,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,2.0389656401110932e-21,0.05093437032679149,1.0,-0.012829233319838151,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,2.7953259275849343e-19,0.2123841108386555,1.5,0.2839873631956621,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,3.832260282898839e-17,-0.004685360381210479,2.0,0.28306415382618,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,5.253848416640315e-15,0.15274893827226188,2.5,0.17581523054345444,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,7.202765914918504e-13,0.5584507067256232,3.0,0.016311640692933504,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,9.872010916812898e-11,0.5602354314055518,3.5,0.45797432252124104,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,1.3017141835935661e-08,1.1706311021763378,4.0,0.8013739007310712,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,1.1059645849702768,1.7245184664436704,4.5,0.966734738778009,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,3.1025094855388082,2.748185763643683,5.0,3.2561348879189738,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,4.259193802928219,3.975396872315539,5.5,3.3317192001663654,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,5.067161894822915,4.676160912932491,6.0,3.4945414982793928,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,5.640544701362682,6.326919885786662,6.5,6.112272735441952,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,6.040343167261592,5.488915796963154,7.0,4.42013673158967,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,6.306404953047555,7.04651686801593,7.5,8.1967998177351,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,6.467211073376803,6.915306559609596,8.0,6.589091006535086,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,6.544228079555481,7.696487758992792,8.5,7.74597962919683,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,6.5541928686008335,7.35025584078902,9.0,6.324144968688436,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,6.510453425432471,8.059559788773209,9.5,7.052728650221391,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,6.423822005018122,6.717249368450815,10.0,6.864380937338019,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,6.303152390858486,5.827714391952479,10.5,7.257117113928734,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,6.155749477329928,6.002713072650429,11.0,6.024219716609796,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,5.9876709695973345,4.4450673215074135,11.5,4.325627781937987,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,5.803956350739343,5.11549308553278,12.0,6.255211300579514,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,5.6088048728393325,4.550783034795955,12.5,3.430003692989206,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,5.405716638758152,5.4348545682580065,13.0,5.971993896716385,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
6.55743985418808,8.830136987412796,4.321910311077275,15.133419948803883,10.811509637726608,0.5830159869067564,5.197606215234517,4.600420052557943,13.5,4.839727665853228,97.91158862051826,w,TMTT,54,6,3.44,0.89,10.5
