R_peak_fit,t_peak_fit,t_onset_fit,t_mean_fit,duration,shape,fitted_emission,prior,time,emission,integral,Type,comp,Channel_number,intensity1,Totalbio,Leaf3,d1_time
4.585934187814086,2.483882033640971,1.8861052043100957e-15,3.361811758700394,3.361811758700392,0.2611477941283699,1.50906682463147e-28,-2.9685010044522286e-07,0.0,0.2876047809751956,17.48048176251526,b,TPS10,2,12,1,1,1.0
4.585934187814086,2.483882033640971,1.8861052043100957e-15,3.361811758700394,3.361811758700392,0.2611477941283699,0.4680429575418301,0.5421372947682916,0.5,0.8671263951018555,17.48048176251526,b,TPS10,2,12,1,1,1.0
4.585934187814086,2.483882033640971,1.8861052043100957e-15,3.361811758700394,3.361811758700392,0.2611477941283699,1.8946596914456415,2.4362278443320426,1.0,1.8839177331786015,17.48048176251526,b,TPS10,2,12,1,1,1.0
4.585934187814086,2.483882033640971,1.8861052043100957e-15,3.361811758700394,3.361811758700392,0.2611477941283699,3.376111244407462,3.4164463705065646,1.5,3.647374069205433,17.48048176251526,b,TPS10,2,12,1,1,1.0
4.585934187814086,2.483882033640971,1.8861052043100957e-15,3.361811758700394,3.361811758700392,0.2611477941283699,4.3108170573382605,3.055047159480875,2.0,3.7535913952821787,17.48048176251526,b,TPS10,2,12,1,1,1.0
4.585934187814086,2.483882033640971,1.8861052043100957e-15,3.361811758700394,3.361811758700392,0.2611477941283699,4.345957005761489,5.191131756984933,3.0,5.197157341707545,17.48048176251526,b,TPS10,2,12,1,1,1.0
4.585934187814086,2.483882033640971,1.8861052043100957e-15,3.361811758700394,3.361811758700392,0.2611477941283699,1.8896891533693372,1.9017420016866489,5.0,0.9059604154584473,17.48048176251526,b,TPS10,2,12,1,1,1.0
4.55348967928826,2.7129301342572743,0.0,3.6948093032192015,3.6948093032192015,0.26574556042890735,5.366604631329402e-28,2.645496570002903e-07,0.0,0.14869273652187517,19.196670704973933,b,TPS10,3,12,1,1,1.0
4.55348967928826,2.7129301342572743,0.0,3.6948093032192015,3.6948093032192015,0.26574556042890735,0.4026175303534349,0.45926177405995394,0.5,0.4860623970578126,19.196670704973933,b,TPS10,3,12,1,1,1.0
4.55348967928826,2.7129301342572743,0.0,3.6948093032192015,3.6948093032192015,0.26574556042890735,1.6534075483222685,2.3932530500764386,1.0,2.2026437591345704,19.196670704973933,b,TPS10,3,12,1,1,1.0
4.55348967928826,2.7129301342572743,0.0,3.6948093032192015,3.6948093032192015,0.26574556042890735,3.046383252726849,3.330379555114808,1.5,2.5955356567521486,19.196670704973933,b,TPS10,3,12,1,1,1.0
4.55348967928826,2.7129301342572743,0.0,3.6948093032192015,3.6948093032192015,0.26574556042890735,4.053548707908419,2.8040501065739836,2.0,3.395379120828907,19.196670704973933,b,TPS10,3,12,1,1,1.0
4.55348967928826,2.7129301342572743,0.0,3.6948093032192015,3.6948093032192015,0.26574556042890735,4.48813268391802,5.285578538348779,3.0,5.495042296632422,19.196670704973933,b,TPS10,3,12,1,1,1.0
4.55348967928826,2.7129301342572743,0.0,3.6948093032192015,3.6948093032192015,0.26574556042890735,2.401122589682282,2.0003779725252087,5.0,1.9495452943210936,19.196670704973933,b,TPS10,3,12,1,1,1.0
4.296193485129958,2.6819537595822256,0.0,3.881503561824851,3.881503561824851,0.3090425612487829,9.707680117665223e-23,6.024001642512822e-07,0.0,0.08548208668867198,20.044405463738208,b,TPS10,4,12,1,1,1.0
4.296193485129958,2.6819537595822256,0.0,3.881503561824851,3.881503561824851,0.3090425612487829,0.6154102457108073,0.44042109009644226,0.5,0.3368870829673829,20.044405463738208,b,TPS10,4,12,1,1,1.0
4.296193485129958,2.6819537595822256,0.0,3.881503561824851,3.881503561824851,0.3090425612487829,1.9234479535559192,2.3963487116514646,1.0,1.8540680169380128,20.044405463738208,b,TPS10,4,12,1,1,1.0
4.296193485129958,2.6819537595822256,0.0,3.881503561824851,3.881503561824851,0.3090425612487829,3.1389251353042256,3.32784751495473,1.5,4.684258577600562,20.044405463738208,b,TPS10,4,12,1,1,1.0
4.296193485129958,2.6819537595822256,0.0,3.881503561824851,3.881503561824851,0.3090425612487829,3.9363635485802537,2.7554247278273856,2.0,2.0328967325711917,20.044405463738208,b,TPS10,4,12,1,1,1.0
4.296193485129958,2.6819537595822256,0.0,3.881503561824851,3.881503561824851,0.3090425612487829,4.234013020989639,5.341728000318829,3.0,4.959469756743702,20.044405463738208,b,TPS10,4,12,1,1,1.0
4.296193485129958,2.6819537595822256,0.0,3.881503561824851,3.881503561824851,0.3090425612487829,2.504182000279084,2.038006711733064,5.0,2.3467151054725583,20.044405463738208,b,TPS10,4,12,1,1,1.0
3.5491109516713455,3.4724460740331113,1.736380354843827,4.11156414461111,2.3751837897672834,0.2690815225884556,3.5852072896218394e-33,-6.750717080339363e-07,0.0,-0.5245083490353527,9.661589221818067,b,TPS10,5,12,1,1,1.0
3.5491109516713455,3.4724460740331113,1.736380354843827,4.11156414461111,2.3751837897672834,0.2690815225884556,2.4334592544861086e-31,-0.06723492334796677,0.5,-0.346960662823341,9.661589221818067,b,TPS10,5,12,1,1,1.0
3.5491109516713455,3.4724460740331113,1.736380354843827,4.11156414461111,2.3751837897672834,0.2690815225884556,1.6506782249741406e-29,1.075922124839505,1.0,2.259194896318516,9.661589221818067,b,TPS10,5,12,1,1,1.0
3.5491109516713455,3.4724460740331113,1.736380354843827,4.11156414461111,2.3751837897672834,0.2690815225884556,1.024725137150106e-27,1.40089778792882,1.5,0.7155581153902191,9.661589221818067,b,TPS10,5,12,1,1,1.0
3.5491109516713455,3.4724460740331113,1.736380354843827,4.11156414461111,2.3751837897672834,0.2690815225884556,0.19818146117217791,0.5247352063600788,2.0,-0.12793622646792358,9.661589221818067,b,TPS10,5,12,1,1,1.0
3.5491109516713455,3.4724460740331113,1.736380354843827,4.11156414461111,2.3751837897672834,0.2690815225884556,3.1364335564882695,3.0706828136479487,3.0,3.202540893006419,9.661589221818067,b,TPS10,5,12,1,1,1.0
3.5491109516713455,3.4724460740331113,1.736380354843827,4.11156414461111,2.3751837897672834,0.2690815225884556,1.8061544046306757,1.3927825718466549,5.0,2.219896239814795,9.661589221818067,b,TPS10,5,12,1,1,1.0
